Zebrafish gene name	ZMEL1 - rep1	ZMEL1 - rep2	ZMEL1 - rep3	ZMELR1 - rep1	ZMELR1 - rep2	ZMELR1 - rep3
rab20	246	177	248	1472	1547	1213
RAB21	404	544	561	450	906	504
rab22a	2023	1685	2679	2431	2633	1465
rab23	1253	2282	1582	1532	3154	1058
rab24	2960	1905	3697	3162	2687	2040
rab25a	5	7	6	5	6	1
rab25b	0	5	3	2	1	2
rab27a	887	1574	2226	1388	2631	1541
RAB27B	445	957	1631	1348	2582	1680
rab2a	71476	76443	77078	84514	127806	56392
rab30	557	624	708	636	869	178
RAB31	548	1135	891	507	1073	331
rab32a	3597	2935	5840	3711	4431	5049
rab32b	0	0	0	0	0	0
rab33a	2	4	2	2	11	3
rab33ba	310	530	551	283	526	221
rab34a	2925	1962	3524	1806	1852	1230
rab34b	3952	2990	4382	11948	14620	6617
rab35b	1754	1753	1791	1500	2180	927
rab36	181	145	186	119	163	20
RAB37	64	87	75	72	130	23
rab38a	428	467	668	601	1109	345
rab38b	44	75	80	2	3	32
rab39b	317	434	244	192	370	69
rab3aa	219	247	371	205	280	30
rab3ab	75	282	183	110	378	7
rab3b	11	25	9	6	21	13
rab3c	796	917	454	897	1534	222
rab3da	21	37	82	19	41	7
rab3db	0	0	1	0	1	1
rab3gap1	1362	1688	1706	1436	2399	1340
rab3gap2	2209	3644	2831	3747	6504	2904
RAB3IL1	1144	1525	719	1306	2268	468
rab3ip	1965	2487	1786	1736	2995	611
rab40b	592	406	651	1015	810	697
rab40c	1260	1392	1307	1420	2173	1189
rab42a	7	9	36	1	5	1
rab42b	0	1	1	67	94	27
rab43	1992	2505	2191	1497	2688	949
RAB43	105	179	151	87	199	152
rab44	74	133	135	130	272	135
rab4a	2742	2390	2635	3464	4043	1706
rab4b	475	651	792	642	996	697
rab5aa	17050	22217	14289	17560	27129	12314
rab5ab	2667	3197	2930	3083	5023	2403
rab5b	804	1086	1234	1041	1735	887
rab5c	7622	9157	7757	6676	10960	4867
rab6a	129	162	239	188	229	101
rab6ba	404	371	599	536	486	267
rab6bb	154	138	112	231	274	130
rab7	5020	5578	5904	5486	8647	5256
rab8a	1884	3612	4079	2353	5047	2111
rab8b	2465	2878	2859	2445	3993	1665
rab9a	957	1348	1655	1223	1972	753
rab9b	71	227	208	109	233	73
rabac1	3922	3048	3930	5383	5122	4367
rabep1	820	1524	1464	1282	2621	960
rabep2	673	848	700	544	852	302
rabepk	1404	1169	1337	968	1322	423
RABGAP1	1801	2390	1611	2889	5119	1442
RABGAP1L	2407	3320	3121	3516	5870	3173
rabgef1	1743	2018	1735	2127	3105	1386
rabgef1l	175	260	249	229	398	219
rabggta	4365	6276	5328	3327	5890	2579
rabggtb	2020	1743	2705	1646	2087	1191
rabif	2111	1813	2077	1772	2307	880
rabl2	705	846	825	414	717	296
rabl3	733	475	828	659	591	285
rabl5	600	330	453	750	666	279
rabl6	526	1035	752	635	1546	528
rac1a	7246	6584	7550	8260	10484	4445
rac1b	122	240	175	209	548	155
rac1l	49	34	165	57	47	54
rac2	87	86	346	35	52	155
rac3a	123	113	86	193	328	153
rac3b	348	480	253	566	941	27
racgap1	8469	13476	9279	4732	11408	1194
rad1	740	775	765	500	703	178
rad17	851	994	1066	1128	1645	478
rad18	1278	1626	1254	807	1616	373
rad21a	7109	8778	7196	4977	9375	2505
rad21b	2794	4035	3251	3798	7168	1571
rad21l1	2	3	2	0	2	2
rad23aa	1738	2384	2204	2033	3394	1865
rad23ab	4240	5954	3998	3543	6109	2208
rad23b	17983	21934	20485	16968	29729	13303
rad50	4463	6296	5243	3475	6800	1842
rad51	3211	3508	2814	1683	3003	329
rad51ap1	470	511	353	209	412	67
rad51b	107	102	80	52	64	23
rad51c	250	293	208	114	232	43
rad51d	1402	1772	992	947	1968	256
rad52	548	868	562	258	577	85
rad54b	491	676	395	331	671	90
rad54l	2178	2789	2079	1145	2454	328
rad54l2	2165	3734	3063	2406	4752	1973
rad9a	405	548	384	279	548	86
rad9b	8	7	8	15	13	4
radil	49	69	51	63	79	28
rae1	4197	4313	4520	3131	4786	1550
raf1a	648	636	807	873	1036	626
raf1b	907	1351	1342	960	1768	967
rag1	0	1	0	2	1	6
rag2	68	71	62	34	77	17
RAI1	2	8	7	7	10	14
rai14	4790	6752	7446	4296	7282	4528
RAI2	237	306	328	409	613	248
ralaa	1942	2401	2071	1127	2121	1215
ralab	16377	11704	17693	16463	16638	8491
ralba	738	982	1286	596	1023	389
ralbp1	3136	3828	3821	4046	6312	3555
ralgapa1	2743	4527	3427	4128	7153	3464
ralgapa2	5837	9646	7681	6091	10591	2188
ralgapb	2136	3883	3464	3531	6903	3154
RALGDS	1151	1632	1322	1801	3070	1269
ralgps1	12	24	42	22	45	68
RALGPS1	256	319	282	341	533	227
ralgps2	1280	1422	977	1289	1983	569
raly	41	47	20	52	82	55
RAMP1	2	1	2	2	1	2
ramp2	165	146	186	42	80	59
ran	74157	72263	66228	44505	68108	28711
ranbp1	36361	31381	37859	29238	37799	13673
ranbp10	1094	1781	2089	1908	3237	2146
ranbp3a	138	381	291	199	422	206
ranbp3b	3953	4926	4130	3157	5706	2514
ranbp9	2989	3315	4436	4541	6655	5461
rangap1a	6321	6503	6042	4495	7219	2898
rangap1b	2708	4205	3004	1368	3259	799
rangrf	1047	771	1413	951	975	674
rap1aa	4045	4040	4038	3802	5075	1720
rap1ab	1535	1422	2046	1611	2084	986
rap1b	4062	4506	3916	4026	5841	1944
rap1gap	35	63	73	15	26	3
rap1gap2a	1	0	6	1	2	1
rap1gap2b	240	318	255	243	515	113
RAP1GDS1	195	863	671	431	1098	329
rap2ab	26	67	22	29	94	4
rap2b	2606	2923	3475	2442	3602	1383
rap2c	6718	7615	5146	5456	8520	2271
rapgef1a	834	1221	1160	1637	2380	1665
rapgef1b	992	1395	1213	1459	2506	1158
rapgef2	1940	2815	1856	1902	3319	1438
rapgef3	183	231	392	680	1136	343
rapgef4	753	487	517	1818	2233	1683
rapgef5a	2665	2100	2894	3377	2830	2221
rapgef5b	1963	2330	1773	678	1104	90
rapgef6	726	1017	1276	920	1559	1013
RAPGEFL1	13	13	17	25	41	40
raph1	289	628	386	317	785	266
rapsn	0	1	3	0	3	1
raraa	65	75	58	23	43	30
rarab	1164	1473	1558	987	1691	1017
rarga	3060	3976	3819	2827	4992	2566
rargb	78	242	208	223	508	186
rars	12109	15617	10545	7996	16119	6684
rars2	561	597	538	356	665	257
rasa1a	3908	5617	4512	4341	7531	3648
rasa1b	1363	1868	1743	1829	3059	1056
rasa3	416	760	428	307	640	307
rasa4	588	936	699	676	1320	230
rasal2	3624	5332	6905	3488	6086	3423
rasal3	6	2	5	6	6	5
rasd1	33	19	40	139	82	63
rasef	17	13	22	16	22	15
rasgef1ba	1380	1070	1855	4141	5542	6694
rasgef1bb	997	1068	1015	1218	1821	1743
rasgrf2b	0	0	2	1	2	4
rasgrp2	0	1	1	1	1	2
rasgrp3	207	378	477	602	1023	1526
rasgrp4	637	418	630	122	135	82
rasip1	26	29	10	34	26	19
rasl10a	65	88	91	216	512	134
rasl11a	10	10	5	11	15	1
rasl11b	186	157	283	389	496	117
rasl12	3	1	2	1	2	0
rassf1	3442	3912	4022	1998	3369	2789
rassf10a	10	15	15	6	7	9
rassf2a	9578	10745	10542	4240	6761	2431
rassf2b	98	73	136	98	93	45
rassf3	200	329	451	250	377	569
rassf4	14	6	12	12	14	1
rassf6	1	0	0	1	1	4
rassf7a	62	66	66	38	69	16
rassf7b	2	1	2	1	5	0
rassf8b	623	1017	620	952	1754	386
rassf9	0	2	0	0	1	0
raver1	981	1595	936	627	1366	275
raver2	789	1019	682	2181	3918	794
rb1	2941	3846	2930	2957	5558	1372
RB1CC1	4948	6337	7971	7383	11898	9601
rbb4	36365	42008	39457	17741	34746	6815
rbb4l	6607	8719	6611	4963	9608	2866
rbbp5	3106	3608	3182	2925	4941	1750
rbbp6	4780	6944	5854	5556	8488	4214
rbbp8	495	805	568	421	780	104
RBBP8NL	316	439	297	104	208	96
rbbp9	2187	2139	2156	1914	2860	1206
rbck1	309	215	592	325	353	415
rbfa	772	506	680	794	807	290
rbfox1	609	934	438	573	1186	144
rbfox1l	2	2	6	0	3	5
rbfox2	5452	6905	6009	5400	9745	3343
rbfox3	85	172	145	88	184	45
rbfox3l	43	118	317	46	110	165
rbks	607	614	581	647	973	190
rbl1	1849	2703	2115	1989	3526	1571
rbl2	739	864	698	1421	2153	577
rbm10	695	1119	976	720	1415	369
RBM11	7	4	2	5	5	0
rbm14a	5675	7348	7347	5092	7879	4477
rbm14b	1576	2113	1754	1694	2774	1096
rbm15	2541	3617	3443	2478	4261	1641
rbm15b	731	913	745	714	1110	420
rbm17	2139	1698	2327	1998	2296	798
rbm18	626	568	747	938	1113	632
rbm19	3277	4975	4332	3254	6266	2706
RBM20	2	6	7	1	4	3
rbm22	456	644	581	422	767	285
rbm24a	81	144	119	24	32	34
rbm24b	182	278	320	113	178	66
rbm25	7305	10534	7147	5458	10073	4126
RBM26	1590	2516	1982	1438	2496	1288
rbm27	1139	2238	1827	1541	3034	1607
rbm28	8890	10030	13198	7374	11233	6463
rbm34	3123	3025	2865	2071	2746	1261
rbm38	711	694	1183	1064	1401	1328
rbm39a	5191	6064	5242	4898	7012	3068
rbm39b	4037	4552	4572	4167	5979	2997
rbm4.1	5576	4554	5756	4591	5582	2140
rbm4.2	6295	7518	5855	5753	9432	2764
rbm4.3	16761	20158	17394	13102	24527	8610
rbm41	222	387	432	341	613	296
rbm42	1752	2158	1892	1587	2599	1131
RBM44	8	5	1	2	7	2
rbm45	33	45	39	39	59	14
rbm46	0	1	0	0	0	0
RBM47	2163	2520	904	8889	14404	2228
rbm48	2026	1212	2259	2860	2016	1209
rbm5	2793	3813	3078	4595	5952	3156
rbm6	3464	4938	4812	3578	6269	3287
RBM7	1833	1911	1857	2112	2995	1360
rbm8a	16106	13582	18223	10409	13496	5458
rbms1a	3577	4436	3807	3310	5508	2810
rbms2a	2358	3453	2607	2770	4857	1511
rbms2b	770	898	847	874	1313	1285
rbms3	114	265	191	41	97	270
rbmx	9319	9919	9618	7350	10717	3804
rbmx2	1756	2241	1882	1327	2407	983
rbp1a	2	2	1	3	2	0
rbp1b	0	0	1	0	0	0
rbp2a	0	1	2	0	0	0
rbp2b	0	1	0	1	1	0
rbp4	1	2	3	0	1	0
rbp4l	1	0	1	3	6	0
rbp7a	2	2	0	1	2	3
rbp7b	6	9	11	25	19	18
rbpja	2262	2902	2797	2405	3997	1500
rbpjb	368	621	584	702	1272	796
rbpjl	0	1	0	0	0	2
RBPMS	253	273	167	165	265	78
rbpms2a	42	69	25	30	47	32
rbpms2b	13	9	25	8	6	9
rbx1	6760	4887	5923	6037	6172	2178
rc3h1	2666	4341	4222	3424	5860	4116
rc3h2	682	1339	1214	2045	4105	1938
rca2.1	15253	12035	17831	16943	16613	10498
rca2.2	0	1	6	0	1	1
rcan1a	2264	2751	3616	1643	2507	3858
rcan1b	1579	1811	1998	1142	1553	944
rcan2	4837	8466	4949	3608	6028	3273
rcan3	2	2	1	17	15	7
rcbtb1	485	568	575	567	847	355
rcbtb2	247	434	452	303	518	323
rcc1	4898	5954	6937	2393	4908	2461
rcc2	25159	27089	33820	16900	26284	19441
rccd1	120	125	146	96	155	75
rce1a	92	208	211	141	304	161
rce1b	11	9	10	3	17	9
rchy1	1432	1637	1449	1326	2353	876
rcl1	3309	3585	3583	2781	4091	2262
rcn1	1773	2221	2037	1929	3314	1132
rcn2	10531	7602	10724	11517	10350	3751
rcn3	108	96	169	211	246	128
rcor1	3928	5092	4990	3694	6825	2608
rcor2	66	84	175	28	81	82
rcor3	139	259	191	210	433	145
rcv1	3	6	3	4	1	2
rcvrna	42	44	37	54	69	25
rd3	0	1	1	10	21	2
RD3L	0	1	1	2	2	2
rdh1	0	0	0	0	1	0
rdh10a	55	126	17	27	75	3
rdh10b	3694	2728	4608	3207	3509	2320
rdh12	7880	7745	5778	5861	8307	3622
rdh12l	2833	1571	2011	2007	1374	627
rdh14a	1499	1543	1843	2707	3632	2690
rdh14b	1699	1591	1670	1628	2369	943
rdh5	1	3	5	2	1	1
rdh8a	47359	43204	46638	35940	47865	22397
rdh8b	4	7	3	3	8	2
RDM1	199	157	255	166	201	36
rec8a	0	1	1	1	0	1
rec8b	10	8	8	13	16	6
RECK	611	966	417	376	729	188
recql	1900	1982	2639	1453	2192	1096
RECQL4	1479	2172	1513	1038	2231	335
recql5l	1160	1389	1236	905	1250	764
reep1	96	215	336	229	493	148
reep2	690	679	686	675	1016	229
reep3a	350	432	428	1120	1563	630
reep3b	4151	3456	5437	4109	4908	2733
reep5	56	190	123	97	138	88
reep6	0	0	0	0	0	0
rel	380	406	549	463	525	519
rela	413	920	900	611	1230	784
relb	2060	2605	3686	1998	2926	2355
RELL1	1042	1218	1077	887	1377	971
RELL2	37	81	18	14	35	4
relnl	0	0	2	5	9	2
relt	2862	3632	3641	1947	3841	1964
rem1	45	57	119	28	42	80
rem2	13	32	23	9	40	12
ren	0	0	2	0	1	0
renbp	426	338	880	321	408	236
reps1	3798	5833	5252	3835	6969	3690
REPS2	11	5	9	23	34	54
rer1	5182	4176	5814	3440	3773	1725
rerea	11534	18968	13265	13404	22990	8281
rereb	892	1875	1098	934	2033	536
rergla	3	5	1	20	11	3
rerglb	0	0	0	0	1	1
rest	727	1324	1370	897	1579	978
ret	9	4	30	18	24	15
retsat	2011	2857	1706	1025	1822	598
retsatl	0	0	0	0	0	0
rev1	1307	2146	2031	1389	2509	788
rev3l	2380	3671	3507	3809	6463	2251
rexo1	900	1240	1422	832	1495	853
REXO4	3694	4266	4621	3255	5271	2733
rfc1	2384	3688	2579	2117	4064	782
rfc2	6342	7112	4216	2566	4048	666
rfc3	4033	4291	3296	2376	3815	774
rfc4	1292	1587	1016	645	1082	181
rfc5	8169	6274	9048	5917	6946	1664
rfesd	3	3	0	1	3	0
rfk	1790	1487	3098	1355	1569	905
rfng	374	384	634	392	512	390
rft1	716	928	782	666	1276	442
rftn1a	106	146	168	90	130	144
rftn2	2534	3193	1994	2085	3374	860
rfwd2	5078	6621	7279	5015	9028	3615
rfwd3	1004	1205	1096	702	1133	275
rfx1a	433	621	302	526	913	178
rfx1b	862	1170	824	897	1555	738
rfx2	1096	1202	1578	778	947	503
rfx3	270	537	315	414	800	278
rfx4	5	12	13	9	13	18
rfx5	1663	2181	1960	2227	3130	1309
rfx6	16	12	20	13	26	8
rfxank	522	285	825	373	353	216
rfxap	1098	773	1042	1375	1394	818
rgcc	1957	1276	2892	3566	3151	3434
rgl1	22867	25383	23275	26741	40491	16334
rgl2	591	1113	1145	1268	1975	1112
rgl3a	50	77	45	80	97	65
rgma	2165	3268	1422	2989	5194	447
rgmb	0	0	0	0	0	0
rgmd	4000	5334	2518	5186	9715	943
rgn	381	286	321	379	357	171
rgp1	564	485	648	655	921	601
rgra	0	2	3	1	3	1
rgrb	532	365	279	937	1687	127
rgs1	0	0	2	0	0	1
rgs11	4	6	3	3	5	1
rgs12a	662	939	904	1132	1912	650
rgs12b	8026	9205	14509	18968	25666	16301
rgs13	0	0	1	3	2	5
rgs14a	1	1	0	3	1	0
rgs16	10	11	36	3	5	18
rgs17	1535	1839	1232	2245	3876	1050
rgs18	11	11	52	2	5	3
rgs19	353	1076	738	315	989	212
rgs2	2	0	13	1	1	61
rgs20	1	4	0	6	14	1
RGS3	0	0	1	0	0	0
rgs3a	3582	5623	5858	2497	4550	3621
rgs3b	56	122	45	124	246	34
rgs4	81	59	88	83	66	161
rgs5a	1	0	4	4	4	7
rgs5b	38	12	33	223	137	271
rgs6	48	65	59	115	222	37
rgs7	18	14	23	23	31	26
rgs7bpa	3	2	1	3	4	0
rgs7bpb	32	50	45	172	271	71
rgs8	1	0	1	0	0	2
rgs9a	68	102	99	57	107	63
rgs9b	0	0	0	0	1	4
rgs9bp	0	0	0	2	0	1
RGS9BP	0	3	1	3	1	0
rh50	0	0	0	0	0	0
rhag	0	3	0	2	4	7
rhbdd1	391	528	622	384	612	1018
rhbdd2	421	661	585	445	738	326
rhbdd3	290	264	559	472	488	295
rhbdf1	7131	10783	8075	5677	9557	4031
rhbdl1	24	44	53	25	37	30
rhbdl2	336	372	319	105	236	33
rhbdl3	4	13	9	5	11	1
rhbg	8930	13694	13853	3151	6747	161
rhcga	4	4	2	0	0	0
rhcgb	14	1	5	3	5	5
rhcgl1	115	64	283	68	51	55
rhd	6	18	16	3	15	12
rheb	371	464	203	248	431	60
rhebl1	9631	10554	13768	7309	11638	6292
rho	0	0	0	1	1	0
rhoaa	15260	16766	16319	14476	22602	9748
rhoab	23	19	16	20	35	31
rhoac	14834	15377	13014	11753	17028	7289
rhoad	6070	5451	7032	8070	8995	3372
rhoae	1308	1926	1468	1926	3525	2122
RHOBTB1	1	8	3	3	3	9
rhobtb2a	37	92	72	106	197	85
rhobtb2b	78	174	177	114	266	51
RHOBTB3	54	65	41	66	110	16
rhof	36	59	56	17	34	9
rhoga	3	5	11	1	5	4
rhogb	6	11	13	16	24	12
rhogc	2713	3671	2956	3123	5409	2000
rhogd	881	946	1195	720	1020	494
rhoh	9	14	7	13	12	12
rhoj	1636	3563	2072	1506	3581	949
rhol	0	0	0	0	0	0
rhoq	108	118	98	372	569	161
rhot1a	1204	1615	1287	1048	1856	692
rhot1b	431	660	505	684	1180	283
rhot2	2004	3280	3601	2035	4063	1402
rhoua	125	168	146	171	355	87
rhoub	55	54	151	148	125	173
rhov	7	9	10	24	30	36
rhpn1	89	212	187	119	316	135
rhpn2	84	73	78	471	576	226
ribc1	70	74	42	16	14	5
ribc2	1	14	14	16	16	3
ric8a	737	850	630	887	1089	710
ric8b	2438	3231	3389	2644	4425	1955
rictora	954	1923	1775	1396	2740	1331
rictorb	1348	2021	2515	2334	3460	2081
rif1	5021	8035	6448	5114	9783	3228
RIIAD1	14	12	10	8	6	19
rilp	213	315	421	339	517	253
rilpl1	348	816	659	449	1033	378
rilpl2	6338	6842	10142	3890	5266	1933
rimbp2	6	9	15	16	18	16
rimkla	10385	16968	11293	7006	14515	5054
rims1a	185	273	169	376	505	280
rims1b	28	112	53	39	99	20
rims2a	141	207	162	142	252	117
rims2b	998	1756	1085	2837	3888	1886
rims3	17	67	22	6	21	8
RIMS4	1	1	0	0	2	2
rin1a	44	53	52	26	63	31
rin2	2059	2772	2543	3279	4561	2661
RIN3	4	8	7	8	11	4
rint1	637	856	682	632	1069	497
riok1	11520	12393	14377	8898	13473	7847
riok2	5638	4361	5868	5237	5758	2851
riok3	5535	7989	7414	6076	11491	9696
ripk1l	710	1475	1841	847	1669	1145
ripk2	741	1142	1120	839	1393	816
ripk3l	86	50	139	67	79	58
ripk4	32	40	46	22	47	6
ripply1	2	6	6	3	7	3
ripply2	0	0	3	1	1	0
ripply3	1	3	7	4	7	2
rit1	19327	11206	27334	18874	19158	17880
rlbp1a	0	2	4	0	1	1
rlbp1b	30	26	44	16	14	9
rlf	2846	3891	3408	4296	6428	4017
rln1	222	110	233	538	784	1020
rln3a	1	2	1	0	0	0
rltgr	2	0	0	2	1	0
rltpr	172	142	212	215	215	107
RLTPR	156	118	175	146	178	96
RMDN1	11	11	19	19	18	15
RMDN2	96	176	143	187	380	164
rmdn3	2113	2088	2149	1875	2648	1166
rmi1	979	1048	895	440	688	115
RMI2	554	465	480	264	432	57
rmnd1	1263	1499	1106	1049	1692	741
rmnd5b	2624	2995	3016	2178	3388	1361
rn7sk	71	38	43	75	86	49
RNase_MRP	1	2	7	4	8	2
rnaseh1	3741	2389	5267	3620	3536	2126
rnaseh2a	2345	2666	1934	1517	2741	576
rnaseh2b	3109	2033	2488	1963	1882	323
rnaseka	6477	2816	8766	6496	3998	6713
rnasekb	132	108	136	139	192	67
rnasel2	0	0	2	3	1	1
rnasel3	2	4	13	2	3	1
rnasel4	32	15	19	9	17	3
rnasen	2026	3017	2433	1757	3353	1152
RNaseP_nuc	19	31	32	17	33	15
rnaset2	7447	4720	10728	9341	7674	8803
rnaset2l	2	13	3	7	11	3
rnd1	1780	3192	864	827	1887	78
rnd1l	48	32	41	220	278	100
rnd2	258	98	161	192	168	118
rnd3a	1690	2594	2251	2525	4263	5097
rnd3b	35	31	21	328	186	74
rnf10	11966	13975	18029	9123	13699	7974
rnf103	886	944	1035	982	1337	781
RNF111	766	1374	1098	1115	1934	1237
RNF112	657	703	611	319	556	243
rnf113a	2360	1901	2113	1915	2432	909
rnf114	1538	1155	4175	1649	1535	1849
rnf115	2320	2299	2023	2555	4049	1718
rnf11a	776	621	877	1717	1658	1284
rnf11b	329	403	481	505	735	602
rnf121	2011	2957	2166	1819	3539	1264
RNF122	613	492	645	582	780	316
rnf123	209	433	414	368	603	265
RNF125	34	52	40	8	15	3
rnf126	196	484	406	239	587	252
rnf128a	390	337	361	579	747	329
rnf13	1300	1310	1250	2157	2779	1354
rnf139	2176	2683	3124	2123	3705	1806
rnf14	2080	2662	2387	2020	3808	1257
rnf141	1208	1023	1175	1670	2054	879
rnf144aa	2791	2879	2664	3739	4750	1700
rnf144ab	1111	1402	1326	1480	2314	533
RNF144B	541	548	639	582	834	469
rnf145b	4620	3909	4760	5327	6267	2153
rnf146	2573	3141	4622	3024	4811	2835
rnf150a	68	123	100	70	146	75
rnf150b	1423	1947	1981	1598	2441	1414
RNF151	0	0	0	0	0	0
rnf152	26	42	45	30	59	4
RNF157	81	133	199	118	275	21
rnf165a	138	232	357	187	359	342
rnf165b	482	660	544	786	1011	326
rnf167	415	576	706	766	1271	801
rnf168	1162	1314	1037	988	1564	425
rnf169	505	720	531	815	1236	322
rnf17	5	15	15	14	10	14
rnf170	3280	2789	4011	2815	3585	2011
rnf175	1373	1571	1465	1210	1975	938
rnf180	356	272	504	623	582	229
rnf181	1386	1541	1372	1055	1939	793
rnf182	4	5	5	5	11	4
rnf183	40	40	30	24	34	15
rnf185	2021	1941	1836	2520	3377	1578
rnf19b	2066	3361	3283	2991	5117	3007
rnf2	2215	2373	3378	2371	3346	1703
rnf20	2725	3663	3179	1811	3407	1293
rnf207b	8	6	6	4	11	7
RNF208	361	419	127	176	334	25
rnf213a	3046	4330	13463	2649	3538	4233
rnf213b	2482	6698	24514	4141	5355	9862
RNF215	64	119	166	173	276	151
rnf216	1671	2279	2217	1530	2539	1464
rnf217	184	522	563	301	602	530
RNF219	207	315	312	136	328	65
rnf220a	2302	3221	2533	2234	4022	1717
rnf220b	2	4	4	7	11	8
RNF222	0	1	0	0	0	0
RNF223	1	3	35	1	1	5
RNF224	0	2	2	0	0	0
rnf24	454	656	836	719	1256	751
rnf25	1209	1200	1291	1546	2017	1425
rnf26	343	558	578	400	820	353
rnf32	1	0	3	0	0	0
rnf34a	564	625	648	575	960	449
rnf34b	1	9	4	1	3	0
RNF38	1820	2769	2515	2175	3453	2087
RNF4	1469	977	1659	1004	917	408
rnf40	4081	6020	4854	4011	7185	2732
rnf41	2816	2571	2977	2782	3715	1757
rnf41l	228	236	156	35	60	7
rnf44	2020	2798	3046	1976	2873	2069
RNF5	6659	7395	7627	9625	13691	6954
rnf6	1795	2324	2324	2459	4048	1836
rnf7	23886	15074	10367	6738	5944	2116
rnf8	2176	2425	2611	1852	2706	1517
rnft1	1913	2085	1908	1625	2510	909
rnft2	184	213	285	205	320	274
rngtt	1025	1192	933	784	1555	481
rnh1	224	209	452	259	364	201
rnls	341	368	272	352	526	132
rnmt	7721	8158	9041	7973	11802	3891
rnmtl1a	316	421	362	267	524	277
rnmtl1b	1196	1648	1355	1003	1741	751
rnpc3	1204	1253	1228	1245	1780	763
rnpep	1965	1869	3198	1014	1591	775
RNPEPL1	993	1207	1282	1304	1985	1120
rnps1	4256	5290	3991	3897	6933	2333
robo1	12469	25865	20553	10748	22820	9147
robo2	464	1404	957	247	636	228
robo3	5393	7401	9909	4897	8094	7826
robo4	7	3	6	21	12	21
rock1	6953	10807	9799	7230	13366	6212
rock2a	4282	7151	4503	5479	10506	3444
rock2b	1621	2124	1752	1588	2774	1329
rogdi	1	0	2	3	5	1
rom1a	2	0	0	7	5	2
rom1b	5	3	3	4	8	1
ROMO1	8043	5347	7977	8804	7820	5126
ropn1l	8	9	13	3	6	3
ror1	11	13	30	13	26	59
ror2	453	362	590	419	575	776
roraa	1203	1819	1056	540	980	625
rorab	1573	2339	1582	2501	4960	1048
rorb	5	13	13	9	19	4
RORC	98	93	163	70	52	74
rorca	751	1240	1058	1333	2175	692
rorcb	106	393	383	235	610	395
ros1	11	17	11	14	18	9
rp1	6	11	11	13	26	2
rp1l1	11	23	15	40	49	26
rp2	573	448	822	909	1107	537
rp9	1000	870	1044	968	1142	447
rpa1	9538	12399	7829	6071	11813	1978
rpa2	7713	7787	5265	4668	7021	971
rpa3	15066	8880	10031	7894	7666	1266
rpain	450	333	494	470	495	215
rpap1	3561	5461	5669	2349	4484	1908
rpap2	1101	1180	1240	792	1393	609
rpap3	563	573	643	409	537	191
rpe	3551	3244	4309	3120	4108	1505
rpe65a	50	79	23	19	24	4
rpe65b	296	279	231	701	1104	237
rpe65c	34	33	27	21	29	11
rpf1	4888	3082	5378	3631	3290	1956
rpf2	3745	4329	3585	2830	5314	2068
rpgra	54	209	241	28	148	57
rpgrb	309	388	359	326	467	276
RPGRIP1	10	23	29	20	29	52
rpgrip1l	239	595	557	405	725	361
rph3al	0	0	0	1	0	1
rpia	7136	7089	7820	7629	11495	4029
rpl10	195466	187568	172152	173689	220057	122255
rpl10a	91378	62363	80531	91414	93478	65377
rpl11	133616	72250	133570	170917	124955	97151
rpl12	140784	105887	129279	191041	191359	149511
rpl13	79991	75827	63395	94468	114485	74896
rpl13a	146419	126764	123045	194378	225967	130847
rpl14	188855	154681	156254	245392	244308	154831
rpl15	249584	180198	249361	363506	357742	237734
rpl17	72914	66180	72268	99480	123704	80633
rpl18	78032	70369	57273	108311	134104	87912
rpl18a	49308	48963	42179	47547	61659	38087
rpl19	64924	58662	49852	77262	96722	57021
rpl21	77584	79045	64598	92288	121929	67423
rpl22	45763	30460	37117	44575	41497	27561
rpl22l1	38552	16177	41464	29189	18673	16743
rpl23	92632	55333	87296	109451	84409	59129
rpl23a	163998	146627	139895	172421	214944	129419
